emp_no,dept_no,first_name,last_name,title,dept_name,salary
245719,d007,Ayonca,Lowrie,Senior Staff,Sales,58905
246320,d005,Michaela,Bage,Engineer,Development,40000
246322,d005,Kazuhito,Staudhammer,Engineer,Development,40000
246356,d005,Koldo,Pagter,Senior Engineer,Development,43067
246381,d007,Feiyu,Peha,Senior Staff,Sales,66768
246383,d003,Mart,Radivojevic,Senior Staff,Human Resources,40000
246392,d008,Toshimo,Tyugu,Senior Staff,Research,60420
246395,d004,Vasilii,Schwabacher,Senior Engineer,Production,40000
246428,d001,Kwangjo,Velasco,Senior Staff,Marketing,84867
246435,d004,Becky,Merkl,Senior Engineer,Production,40093
246437,d006,Michaela,Badache,Senior Engineer,Quality Management,44705
246590,d005,Vesna,Panwar,Senior Engineer,Development,40000
246600,d009,Visit,Chachaty,Senior Staff,Customer Service,46944
246622,d008,Shigeu,Valette,Senior Staff,Research,40000
246630,d008,Adib,Markovitch,Engineer,Research,69702
246639,d004,Sergi,Schiettecatte,Senior Engineer,Production,43451
246647,d004,Poorav,Cochrane,Senior Engineer,Production,40000
246651,d004,Mohammed,Heemskerk,Senior Engineer,Production,56221
246658,d005,Hatim,Nitsche,Senior Engineer,Development,40000
246677,d002,Marlo,Stellhorn,Staff,Finance,60645
246692,d007,Lansing,Conti,Senior Staff,Sales,75889
246700,d004,Bodh,Cools,Senior Engineer,Production,51502
246709,d004,Pohua,Sundgren,Senior Engineer,Production,51883
246717,d007,Sham,Benzmuller,Senior Staff,Sales,74346
246720,d004,Sreekrishna,Quaggetto,Senior Engineer,Production,44891
246722,d004,Jouni,Heemskerk,Staff,Production,51488
247055,d004,Fan,Peris,Senior Engineer,Production,52756
247056,d007,Syozo,Figueira,Senior Staff,Sales,72384
247060,d009,Pranay,Bamford,Senior Staff,Customer Service,40000
247065,d004,Shakhar,Zedlitz,Technique Leader,Production,87808
247084,d005,Collette,Yurek,Senior Engineer,Development,40000
247086,d007,Boaz,Mundy,Senior Staff,Sales,53028
247104,d007,Jinya,Schnelling,Senior Staff,Sales,46014
247116,d004,Adil,Lambe,Senior Engineer,Production,40000
247118,d004,Khaled,Panwar,Senior Engineer,Production,44592
247135,d004,Yaghout,Bage,Engineer,Production,44320
247299,d008,Yinlin,Whitcomb,Senior Engineer,Research,40313
247306,d009,Berry,Rosaz,Senior Staff,Customer Service,40000
247311,d001,Pranay,Bolsens,Senior Staff,Marketing,40000
247315,d007,Fei,Lorho,Senior Staff,Sales,55144
247318,d005,Sarita,Baek,Senior Engineer,Development,64082
247323,d001,Shaz,Godskesen,Senior Staff,Marketing,46312
247332,d005,Hugo,Gerlach,Engineer,Development,43849
247335,d004,Dante,Bottner,Engineer,Production,70959
247338,d004,Giri,Pardalos,Senior Engineer,Production,50605
247377,d005,Yurij,Bondorf,Senior Engineer,Development,44802
247400,d005,Huei,Chappelet,Senior Engineer,Development,40000
247401,d003,Sudharsan,Iivonen,Senior Staff,Human Resources,49364
247408,d005,Aamod,Perez,Senior Engineer,Development,54944
247410,d004,Arif,Spataro,Engineer,Production,55660
247411,d007,Anyuan,Hedayat,Senior Staff,Sales,67972
247412,d008,Jaihie,Brodie,Senior Staff,Research,51201
247427,d005,Uinam,Schaaf,Senior Engineer,Development,55784
247577,d008,Yuqun,Pileggi,Senior Engineer,Research,59459
247590,d005,Venkatesan,Chinen,Senior Engineer,Development,43530
247594,d004,Paraskevi,Showalter,Senior Engineer,Production,47190
247634,d005,Shiv,Axelband,Engineer,Development,40000
247645,d005,Feiyu,Sundgren,Engineer,Development,40000
247667,d004,Pranjal,Egerstedt,Technique Leader,Production,58836
247677,d003,Weidon,Kavvadias,Senior Staff,Human Resources,44528
247678,d004,Vugranam,Khalid,Senior Engineer,Production,45231
247681,d004,Alejandra,Muniz,Senior Engineer,Production,40000
247689,d005,Gennadi,Fadgyas,Senior Engineer,Development,43909
247702,d005,Elzbieta,Vidal,Technique Leader,Development,40000
247706,d008,Goa,Sethi,Senior Staff,Research,52775
247714,d007,Vivian,Swist,Senior Staff,Sales,80889
247715,d007,Harjit,Scharstein,Senior Staff,Sales,81381
247863,d005,Pranav,Bugaenko,Senior Engineer,Development,40000
247872,d007,Ger,Imataki,Senior Staff,Sales,71823
247876,d004,Felicidad,Beetstra,Senior Engineer,Production,58680
247877,d009,Amabile,Jarecki,Senior Staff,Customer Service,49858
247878,d007,Doohun,Peha,Senior Staff,Sales,54955
247880,d007,Saniya,Oxenboll,Staff,Sales,66704
247887,d007,Ashish,Preusig,Senior Staff,Sales,91473
247898,d008,Karoline,Krohn,Senior Staff,Research,41154
247900,d004,Tuval,Denis,Senior Engineer,Production,68940
247910,d004,Mohan,Merli,Senior Engineer,Production,46059
247919,d006,Volkmar,Piveteau,Senior Engineer,Quality Management,48862
247920,d008,Shunichi,Miculan,Senior Staff,Research,40000
247942,d004,Marjo,Merle,Engineer,Production,63464
247959,d005,Moni,Piancastelli,Technique Leader,Development,40000
247963,d005,Charlene,Back,Senior Engineer,Development,40000
247967,d005,Denny,Varker,Technique Leader,Development,49881
247968,d007,Pintsang,Zweizig,Senior Staff,Sales,61772
247971,d001,Berni,Zweizig,Senior Staff,Marketing,73441
247973,d004,Xuejun,Simmel,Senior Engineer,Production,40000
247984,d009,Gaetan,Srimani,Senior Staff,Customer Service,40000
248000,d005,Turgut,Thorensen,Engineer,Development,40000
248172,d009,Alassane,Couchot,Senior Staff,Customer Service,48284
248219,d004,Parviz,Levasseur,Senior Engineer,Production,54045
248224,d002,Baruch,Ranta,Senior Staff,Finance,87363
248227,d005,Zhiguo,Spell,Senior Engineer,Development,40000
248232,d009,Hinrich,Rodiger,Staff,Customer Service,81411
248233,d005,Annemarie,Dayana,Technique Leader,Development,54015
248259,d004,Tze,Serre,Senior Engineer,Production,40000
248264,d004,Niteen,Ligten,Senior Engineer,Production,44543
248277,d001,Yinlin,Boyle,Senior Staff,Marketing,45872
248437,d001,Frederique,Porotnikoff,Senior Staff,Marketing,71767
248443,d002,Zengping,Melton,Senior Staff,Finance,40729
248454,d004,Seongbae,Swab,Senior Staff,Production,51717
248456,d007,Jinpo,Brender,Senior Staff,Sales,58465
248462,d005,Filipe,Gecsei,Senior Engineer,Development,55603
248475,d004,Masoud,Wursthorn,Senior Engineer,Production,47060
248486,d008,Karoline,Nishimukai,Senior Staff,Research,52833
248502,d005,Sham,Vecchi,Senior Engineer,Development,53222
248515,d007,Duro,Swiler,Senior Staff,Sales,77147
248537,d005,Fumino,Cyne,Engineer,Development,52564
248542,d004,Pranay,Hitomi,Senior Engineer,Production,63887
248544,d007,Basim,Murrill,Senior Staff,Sales,65252
248713,d006,Valter,Gaughan,Engineer,Quality Management,40000
245585,d002,Shrikanth,Bellmore,Senior Staff,Finance,72143
245740,d008,Arun,Pelz,Senior Staff,Research,40000
245742,d007,Ohad,Lampe,Senior Staff,Sales,57783
245756,d009,Munenori,Nitto,Senior Staff,Customer Service,67654
245771,d006,Fox,Murtafg,Senior Engineer,Quality Management,40000
245777,d002,Randi,Bultermann,Senior Staff,Finance,40000
245790,d007,Yongmao,Alblas,Senior Staff,Sales,57246
245815,d009,Sahrah,Swick,Engineer,Customer Service,40000
245829,d005,Valter,McConalogue,Senior Engineer,Development,40000
245833,d006,Francesca,Fontan,Senior Engineer,Quality Management,40000
245835,d007,Peternela,Back,Senior Staff,Sales,65441
245837,d005,Poorav,Kermarrec,Senior Engineer,Development,40000
245840,d002,Shan,Beznosov,Senior Staff,Finance,68335
245880,d005,Valdiodio,Giveon,Senior Engineer,Development,72013
245886,d005,Frederique,Herath,Assistant Engineer,Development,49132
245889,d005,Mohamadou,Cappelli,Senior Engineer,Development,40000
245902,d009,Mizuhito,Rajaraman,Senior Staff,Customer Service,40000
245914,d005,Shim,Swick,Technique Leader,Development,42005
245920,d009,Baoqiu,Nishimukai,Senior Staff,Customer Service,44276
245927,d004,Udo,Orlowski,Senior Engineer,Production,41793
245953,d004,Xiaoqiang,Azuma,Technique Leader,Production,40000
245969,d007,Akhilish,Kushner,Senior Staff,Sales,72956
245986,d005,Reinhard,Gargeya,Senior Engineer,Development,58471
245997,d007,Zhongwei,Rusterholz,Senior Staff,Sales,51278
245998,d002,Suvo,Deville,Senior Staff,Finance,58221
246005,d007,Marke,Hanratty,Senior Staff,Sales,78790
246012,d002,Moie,Rusmann,Senior Staff,Finance,62161
246038,d004,Herbert,Pettit,Senior Engineer,Production,48906
246039,d001,Weicheng,Osgood,Senior Staff,Marketing,50446
246041,d002,Maria,Bahl,Senior Staff,Finance,48832
246050,d004,Douadi,Valiente,Engineer,Production,40000
246061,d004,Jaana,Ramsey,Senior Engineer,Production,55297
246062,d004,Divier,Codenie,Senior Engineer,Production,40000
246071,d004,Ortrud,Ramras,Senior Engineer,Production,81987
246073,d004,Karoline,Pietrzykowski,Senior Engineer,Production,40000
246077,d008,Berni,Fordan,Senior Staff,Research,40000
246089,d004,Hironobu,Otillio,Technique Leader,Production,51607
246093,d004,Munehiko,Conti,Senior Engineer,Production,40000
246100,d004,Barry,Weedman,Senior Engineer,Production,40000
246101,d007,Karoline,Sherertz,Senior Staff,Sales,59782
246103,d006,Muneo,Chinal,Senior Engineer,Quality Management,49045
246114,d008,Oscar,Kabayashi,Senior Staff,Research,65178
246134,d005,Nobuyoshi,Belinskaya,Senior Engineer,Development,55929
246140,d007,Duangkaew,Zschoche,Senior Staff,Sales,85500
246149,d005,Guangming,Fargier,Senior Engineer,Development,50136
246155,d007,Phillip,Peak,Senior Staff,Sales,69432
246157,d004,Saddek,Ohori,Senior Engineer,Production,40047
246160,d004,Bilhanan,McFarlin,Senior Engineer,Production,52282
246165,d007,Hironobu,Spinelli,Senior Staff,Sales,51826
246170,d003,Shugo,Zirintsis,Senior Staff,Human Resources,67552
246182,d007,Jahangir,Heydon,Staff,Sales,43952
246198,d001,Aruna,Spataro,Senior Staff,Marketing,47276
246207,d005,Sumali,Piazza,Senior Engineer,Development,62025
246215,d008,Seshu,Anger,Senior Staff,Research,40000
246224,d005,Kenton,Griswold,Senior Engineer,Development,51921
246225,d006,Reuven,Birjandi,Assistant Engineer,Quality Management,47474
246236,d008,Muzhong,Sudkamp,Senior Staff,Research,71936
246240,d006,Gian,Polajnar,Senior Engineer,Quality Management,45920
246249,d005,Jamaludin,Remmele,Senior Engineer,Development,60760
246253,d007,Neven,Jansen,Senior Staff,Sales,43176
246273,d005,Uwe,Poulakidas,Senior Engineer,Development,54720
246289,d004,Owen,Polupanov,Senior Engineer,Production,40000
246295,d005,Kwangyoen,Asmuth,Senior Engineer,Development,52741
246446,d005,Arlette,Molenkamp,Engineer,Development,40000
246467,d004,Adel,Nations,Senior Engineer,Production,56408
246482,d007,Tsutomu,Journel,Senior Staff,Sales,53310
246490,d004,Ohad,Farris,Senior Engineer,Production,50716
246498,d005,Matt,Herber,Technique Leader,Development,51937
246505,d007,Hugo,Byoun,Senior Staff,Sales,56450
246510,d006,Chinho,Zedlitz,Engineer,Quality Management,42650
246511,d006,Kokou,Pelz,Senior Engineer,Quality Management,41462
246513,d004,Magy,Parhami,Senior Engineer,Production,40000
246522,d005,Toshimi,Ramras,Senior Engineer,Development,56544
246545,d002,Honesty,Benantar,Senior Staff,Finance,47605
246549,d003,Kwok,Picel,Senior Staff,Human Resources,40000
246556,d002,Hairong,Axelband,Senior Staff,Finance,80933
246559,d007,Gian,Rissanen,Senior Staff,Sales,102936
246566,d004,Heekeun,Eickenmeyer,Senior Engineer,Production,40000
246568,d006,Tianruo,Dymetman,Technique Leader,Quality Management,47539
246571,d002,Kristof,Leuchs,Senior Staff,Finance,54869
246739,d003,Takahito,Llado,Senior Staff,Human Resources,59226
246743,d009,Zhonghua,Bridgland,Senior Staff,Customer Service,40000
246756,d007,Suvo,Schwartzburd,Senior Staff,Sales,89251
246765,d004,Oguz,Osgood,Senior Engineer,Production,43510
246775,d001,Jixiang,Kamber,Senior Staff,Marketing,75809
246782,d004,Torsten,Hettesheimer,Technique Leader,Production,40000
246783,d007,Sariel,Garigliano,Senior Staff,Sales,40000
246794,d005,Marlo,Rebaine,Technique Leader,Development,48232
246812,d005,Goa,Jonsson,Senior Engineer,Development,55097
246817,d004,Taegyun,Czaja,Senior Engineer,Production,66343
246834,d008,Gladys,Dusink,Senior Staff,Research,40000
246839,d004,Zhanqiu,Yoshimura,Senior Engineer,Production,52341
246851,d004,Isamu,Farris,Engineer,Production,51836
246854,d005,Roddy,Gips,Engineer,Development,46342
246858,d005,Dannz,Swist,Senior Engineer,Development,40000
246866,d005,Huican,Carrera,Senior Engineer,Development,59700
246873,d005,Shaz,Vilarrasa,Technique Leader,Development,51585
246881,d004,Atreyi,Karcich,Senior Engineer,Production,63585
246901,d004,Khue,Heinisuo,Senior Engineer,Production,42847
246904,d007,Carrsten,Armand,Senior Staff,Sales,66527
246915,d006,Masamitsu,Pollock,Senior Engineer,Quality Management,40000
246919,d007,Menkae,Perin,Senior Staff,Sales,107316
246930,d005,Kitty,Anguita,Senior Engineer,Development,67266
246947,d004,Arvind,Montemayor,Engineer,Production,43073
246957,d004,Juichirou,Gini,Senior Engineer,Production,46708
246959,d007,Tomoyuki,Lindenbaum,Senior Staff,Sales,51849
246979,d002,Youjian,Wuwongse,Senior Staff,Finance,66557
246984,d003,Taizo,Fraisse,Senior Staff,Human Resources,40000
246997,d008,Jaewon,Aloia,Senior Staff,Research,40000
247168,d004,Taisook,Barriga,Technique Leader,Production,47569
247170,d003,Wonhee,Lanteri,Senior Staff,Human Resources,40000
247185,d009,Yishai,Stifter,Engineer,Customer Service,54430
247198,d008,Conrado,Zultner,Staff,Research,48391
247206,d001,Jordanka,Ishibashi,Senior Staff,Marketing,70886
247210,d002,Guoxiang,Kuzuoka,Senior Staff,Finance,49246
247216,d005,Georg,Bazzichi,Senior Engineer,Development,40000
247220,d007,Aimee,Miyakawa,Staff,Sales,72579
247232,d004,Mariangiola,Mandelberg,Senior Engineer,Production,40000
247256,d007,Patricio,Reutenauer,Senior Staff,Sales,102719
247284,d005,Gina,Otillio,Senior Engineer,Development,58804
247442,d006,Mantis,Fordan,Senior Engineer,Quality Management,40000
247449,d004,Anneli,Percebois,Engineer,Production,40000
247453,d008,Khoa,Flasterstein,Senior Staff,Research,71454
247458,d009,Minghong,Monkewich,Staff,Customer Service,40000
247472,d005,Mayuko,Rossi,Senior Engineer,Development,46274
247477,d007,Alenka,Kropp,Senior Staff,Sales,101744
247485,d001,Mrinalini,Luby,Senior Staff,Marketing,56637
247502,d007,Yinlin,Iivonen,Senior Staff,Sales,88889
247518,d008,Yefim,Siprelle,Senior Engineer,Research,56006
247537,d004,Muzhong,Eldridge,Senior Engineer,Production,47016
247538,d007,Fatemeh,Verspoor,Senior Staff,Sales,70226
247540,d009,Parviz,Murthy,Staff,Customer Service,81111
247559,d002,Yechezkel,Szilard,Senior Staff,Finance,70081
247722,d008,Roselyn,Molenkamp,Staff,Research,40000
247729,d008,Filipp,Morris,Senior Engineer,Research,51795
247731,d004,Khatoun,Kopetz,Engineer,Production,40000
247761,d004,Kazunori,Bresenham,Senior Engineer,Production,46434
247763,d005,Remzi,Cincotta,Senior Engineer,Development,55402
247769,d005,Vugranam,Melton,Senior Engineer,Development,40000
247774,d004,Pranay,Jeansoulin,Senior Engineer,Production,69832
247777,d006,Shen,Herath,Senior Engineer,Quality Management,40000
247784,d009,Ortrud,Kaelbling,Senior Staff,Customer Service,45089
247790,d005,Goo,Apsitis,Senior Engineer,Development,60397
247807,d005,Aemilian,Azumi,Technique Leader,Development,40000
247808,d004,Sadun,Mitina,Senior Engineer,Production,40000
247817,d005,Chaoyi,Morrow,Senior Engineer,Development,55393
247826,d003,Xiaoheng,Kopetz,Senior Staff,Human Resources,40000
247827,d007,Arif,Lund,Senior Staff,Sales,82733
247855,d007,Shao,Yamaashi,Senior Staff,Sales,53566
247858,d004,Conor,Fritzsche,Senior Engineer,Production,70843
247860,d007,Inderjeet,Ruther,Senior Staff,Sales,68643
248012,d005,Shirish,Menhoudj,Senior Engineer,Development,40000
248019,d003,Adel,McDermid,Senior Staff,Human Resources,44341
248023,d005,Sverrir,Badache,Senior Engineer,Development,45706
248035,d004,Chikako,Maraist,Engineer,Production,45760
248038,d005,Golgen,Stellhorn,Senior Engineer,Development,52235
248049,d004,Lunjin,Henseler,Engineer,Production,40000
248050,d008,Conrado,Simmen,Senior Staff,Research,40000
248056,d004,Suzette,Kroha,Senior Engineer,Production,49021
248063,d008,Lidong,Genther,Technique Leader,Research,56626
248066,d006,JiYoung,Hebden,Senior Engineer,Quality Management,40000
248083,d004,Zdislav,Wielonsky,Technique Leader,Production,40043
248084,d005,Noritoshi,Renear,Engineer,Development,60370
248085,d006,Emdad,Marciano,Senior Engineer,Quality Management,46341
248087,d005,Christoph,Engelmann,Senior Engineer,Development,40000
248092,d008,Macha,Marzano,Senior Staff,Research,70442
248130,d001,Jacqueline,Bahr,Senior Staff,Marketing,53992
248134,d004,Fayez,Bernardeschi,Technique Leader,Production,40000
248292,d004,Arunas,Bugrara,Senior Engineer,Production,52830
248295,d009,Francesca,Rathonyi,Senior Staff,Customer Service,48665
248303,d005,Subir,Hambrick,Senior Engineer,Development,50157
248304,d004,Xiaoshan,Krohn,Senior Engineer,Production,56773
248310,d004,Christophe,Ratnakar,Senior Engineer,Production,69869
248320,d004,Phuoc,Rehfuss,Senior Engineer,Production,40000
248324,d004,Rimli,Minakawa,Senior Engineer,Production,46534
248327,d008,Xuejia,Siprelle,Senior Staff,Research,40000
248335,d004,Gaetan,Tibblin,Technique Leader,Production,40000
248336,d001,Amstein,Vitiello,Senior Staff,Marketing,76219
248340,d005,Maris,Dalphin,Engineer,Development,40000
248361,d009,Luigi,Axelband,Senior Staff,Customer Service,40000
248374,d005,Dipankar,Speckmann,Senior Engineer,Development,51583
248377,d005,Felicidad,Luks,Senior Engineer,Development,40000
248386,d004,Yannik,Ernst,Senior Engineer,Production,49574
248389,d008,Yunming,Weedon,Senior Staff,Research,40000
248416,d005,Lubomir,Ferretti,Senior Engineer,Development,56420
248419,d008,Toshimo,Ranst,Staff,Research,57484
248571,d001,Jiakeng,Vesna,Senior Staff,Marketing,62435
248572,d007,Filipp,Fetvedt,Senior Staff,Sales,95759
248580,d009,Flemming,Borovoy,Senior Staff,Customer Service,40000
248586,d006,Divier,VanScheik,Senior Engineer,Quality Management,40000
248599,d002,Chinhyun,Luit,Senior Staff,Finance,80295
248600,d002,Gio,Condotta,Senior Staff,Finance,46533
248609,d004,Eirik,Chimia,Engineer,Production,46767
248614,d001,True,Rodiger,Staff,Marketing,48798
248626,d004,Yolla,Gruenwald,Senior Engineer,Production,44424
248631,d008,Sungwon,Pezzoli,Senior Staff,Research,63144
248632,d007,Zijian,Clemencon,Senior Staff,Sales,74584
248640,d007,Jessie,Eiter,Senior Staff,Sales,43486
248648,d005,Zhiwei,Schlenzig,Senior Engineer,Development,40000
248650,d003,Vitali,Onuegbe,Senior Staff,Human Resources,40000
248659,d004,Yoshimitsu,Encarnacion,Senior Engineer,Production,40000
248669,d001,Mansur,Perz,Staff,Marketing,74539
248734,d004,Mostafa,Ranst,Senior Engineer,Production,41595
248743,d005,Leif,Bahr,Senior Engineer,Development,40000
248755,d005,Kyoichi,Ranka,Technique Leader,Development,45761
248818,d001,Yefim,Suomi,Senior Staff,Marketing,50354
248820,d005,Howell,Seiwald,Technique Leader,Development,55115
248826,d004,Jaana,Oxenboll,Technique Leader,Production,40000
249429,d004,Gill,Hainaut,Senior Engineer,Production,48628
249439,d004,Billur,Sidhu,Engineer,Production,65081
249453,d005,Shim,Merle,Senior Engineer,Development,40000
249457,d008,Gonzalo,Frezza,Senior Staff,Research,40000
249468,d007,Yakkov,Ibel,Senior Staff,Sales,55927
249479,d005,Pintsang,Brodal,Senior Engineer,Development,40000
249506,d001,Alagu,Braunschweig,Senior Staff,Marketing,58916
249507,d009,Tommaso,Sommer,Senior Staff,Customer Service,48088
249515,d004,Dinkar,Carrera,Senior Engineer,Production,40000
249520,d006,Chenye,Kemmerer,Senior Engineer,Quality Management,52651
249528,d005,Bader,Spataro,Senior Engineer,Development,40000
249534,d004,Tran,Zykh,Senior Engineer,Production,44630
249535,d005,Gopalakrishnan,Camurati,Senior Engineer,Development,40000
249547,d003,Gen,Uchoa,Senior Staff,Human Resources,40000
249548,d005,Freyja,Jiafu,Engineer,Development,63507
249549,d004,Hitomi,Skafidas,Senior Engineer,Production,49196
249559,d005,Yuichiro,Flanders,Senior Engineer,Development,40000
249711,d007,Georg,Zambonelli,Senior Staff,Sales,65758
249719,d003,Xiaoheng,Staudhammer,Staff,Human Resources,40000
249720,d007,Dipayan,Strehl,Senior Staff,Sales,86813
249721,d001,Nigel,McConalogue,Staff,Marketing,62255
249729,d005,Aiichiro,Redmiles,Senior Engineer,Development,40000
249732,d004,Kolar,Hiroyama,Senior Staff,Production,48458
249736,d006,Mari,Polajnar,Technique Leader,Quality Management,58937
249750,d008,Sampalli,Koblitz,Senior Staff,Research,51167
249758,d006,Serge,Klerer,Technique Leader,Quality Management,46877
249761,d005,Mayumi,Hoppenstand,Technique Leader,Development,53240
249763,d001,Josyula,Feldmann,Senior Staff,Marketing,52128
249765,d004,Apostol,Oxenboll,Senior Engineer,Production,61674
249802,d005,Rasiah,Pearson,Engineer,Development,46619
249805,d005,Kitty,Bazzichi,Senior Engineer,Development,63973
249806,d006,Mantis,Ratnaker,Senior Engineer,Quality Management,40000
249809,d003,Xuejun,Peot,Senior Staff,Human Resources,40000
249822,d007,Sergi,Cairo,Senior Staff,Sales,84741
249827,d003,Michaela,Perna,Senior Staff,Human Resources,69504
249830,d004,Willard,Simmen,Senior Engineer,Production,68635
249843,d004,Visit,Kandlur,Engineer,Production,63710
250141,d007,Brewster,Chenney,Senior Staff,Sales,46120
250158,d006,Arie,Ritzmann,Senior Engineer,Quality Management,51935
250163,d004,Margareta,Saoudi,Senior Engineer,Production,40000
250169,d004,Henk,Baja,Senior Engineer,Production,41737
250211,d003,Kersti,Cronan,Senior Staff,Human Resources,40000
250213,d006,Berhard,Murrill,Senior Engineer,Quality Management,40000
250218,d008,Uriel,Zongker,Senior Engineer,Research,41127
250225,d005,Fuqing,Beerel,Senior Engineer,Development,50176
250241,d009,Chuanti,Shigei,Senior Staff,Customer Service,40000
250244,d007,Shunichi,Muntz,Senior Staff,Sales,86983
250257,d005,Sachio,Huttel,Senior Engineer,Development,40000
250260,d002,Baoqiu,Aloia,Senior Staff,Finance,58362
250264,d008,Shir,Gecseg,Senior Staff,Research,55929
250272,d005,Khalil,Birch,Senior Engineer,Development,49754
250276,d004,Teruyuki,Schneeberger,Senior Engineer,Production,40000
250419,d005,Greger,Bottner,Engineer,Development,40000
250420,d008,Danel,Conta,Senior Staff,Research,49702
250423,d008,Tua,Krupka,Senior Staff,Research,43880
250428,d005,Shigeu,Reinhart,Senior Engineer,Development,40000
250454,d008,Paddy,Bardell,Engineer,Research,74164
250462,d004,Vesna,Koyama,Technique Leader,Production,41223
250464,d007,Florian,Gimbel,Senior Staff,Sales,85561
250470,d009,Nimmagadda,Barvinok,Senior Staff,Customer Service,40000
250472,d005,Zhilian,Yamaashi,Senior Staff,Development,63363
250473,d007,Miomir,Raoux,Staff,Sales,45298
250477,d004,Pascal,Rando,Engineer,Production,83282
250478,d002,Shaleah,Casley,Senior Staff,Finance,62935
250493,d001,Woody,Aloisi,Senior Staff,Marketing,47561
250499,d007,Arif,Aseltine,Senior Staff,Sales,97241
250515,d009,Zissis,Schach,Senior Staff,Customer Service,41651
250516,d005,Oddvar,Baig,Engineer,Development,40000
250528,d007,Abdulla,Barvinok,Senior Staff,Sales,41455
250531,d007,Emdad,Panienski,Senior Staff,Sales,60116
250532,d007,Masako,Zongker,Staff,Sales,50036
250554,d007,Sachio,Plesums,Senior Staff,Sales,98525
250558,d006,Isaac,Esposito,Senior Engineer,Quality Management,46742
250845,d005,Takahira,Turnbull,Engineer,Development,70543
250851,d005,Zongyan,Qiwen,Senior Engineer,Development,44644
250854,d005,LiMin,Luders,Senior Engineer,Development,64986
250883,d008,Eishiro,Fendler,Senior Staff,Research,44216
250884,d008,Jeanne,Pepe,Senior Staff,Research,40000
250886,d007,Kagan,Busillo,Senior Staff,Sales,64747
250903,d004,Remzi,Szemeredi,Senior Engineer,Production,49821
250904,d009,Snehasis,Zykh,Staff,Customer Service,40000
250934,d006,Jingling,Buchter,Senior Engineer,Quality Management,40000
250945,d003,Kirk,Streit,Senior Staff,Human Resources,80757
250950,d008,Wonhee,Matzke,Staff,Research,40000
250967,d008,Genki,Pardalos,Senior Staff,Research,59307
250971,d007,Sarita,Sankaranarayanan,Senior Staff,Sales,46557
250984,d001,Mong,Uhrig,Senior Staff,Marketing,40000
251130,d005,Makato,Duclos,Senior Engineer,Development,46988
251141,d004,Xiaoshan,Kroha,Technique Leader,Production,52168
251149,d005,Uli,Serra,Senior Engineer,Development,40954
251154,d004,Zdislav,Picel,Technique Leader,Production,40000
251182,d007,Goh,Dulli,Senior Staff,Sales,82238
251200,d006,Kaijung,Birdsall,Engineer,Quality Management,43024
251216,d001,Nechama,Tsunoo,Senior Staff,Marketing,66261
251237,d007,Cedric,Miara,Senior Staff,Sales,66887
251253,d008,Susumu,Petersohn,Staff,Research,58513
251261,d007,Suzette,McAffer,Senior Staff,Sales,61063
251262,d005,Kensei,Conry,Senior Engineer,Development,56444
251268,d007,Gor,Morrey,Senior Staff,Sales,63828
251419,d005,True,Frolund,Senior Engineer,Development,40000
251436,d004,Jeane,Kaelbling,Engineer,Production,40000
251451,d008,Adly,VanScheik,Senior Engineer,Research,45135
251456,d007,Tua,Raney,Staff,Sales,86599
251464,d007,Junichi,Talmon,Senior Staff,Sales,70706
251470,d005,Sadegh,Mungall,Senior Engineer,Development,59253
251474,d005,Anwar,Kolvik,Engineer,Development,64458
251478,d005,Kamakshi,Maquelin,Senior Engineer,Development,52510
251480,d006,Claude,Hedayat,Engineer,Quality Management,40000
251493,d004,Lein,Rosen,Assistant Engineer,Production,71366
251495,d002,Aemilian,Hiltgen,Senior Staff,Finance,80367
251496,d004,Eishiro,Rijckaert,Senior Engineer,Production,69643
251510,d008,Margareta,Junet,Senior Engineer,Research,50651
251514,d004,Shooichi,Carrere,Senior Engineer,Production,62755
251518,d004,Duke,Perng,Engineer,Production,59217
251524,d005,Gully,Undy,Senior Engineer,Development,46779
251536,d003,Valery,Crooks,Senior Staff,Human Resources,50034
251541,d005,Jessie,Leivant,Assistant Engineer,Development,58690
251839,d005,Nahum,Munoz,Technique Leader,Development,58529
248686,d008,Danil,Awdeh,Senior Staff,Research,40000
248688,d005,Percy,Zlotek,Senior Engineer,Development,45640
248706,d007,Panayotis,Azuma,Senior Staff,Sales,81045
248710,d001,Fabrizio,Hockney,Senior Staff,Marketing,63763
248859,d007,Arvind,Baar,Senior Staff,Sales,58958
248860,d005,Sreenivas,Carrere,Senior Engineer,Development,42988
248871,d008,Bokyung,Ozeki,Senior Staff,Research,45827
248885,d007,Xiong,Kieras,Senior Staff,Sales,82421
248888,d005,Chikara,Thiran,Senior Engineer,Development,55705
248902,d007,Lihong,Esteva,Senior Staff,Sales,40000
248908,d005,Adit,Peha,Engineer,Development,45468
248933,d003,Insup,Miyakawa,Senior Staff,Human Resources,40000
248939,d009,Paris,Ghelli,Staff,Customer Service,85101
248951,d006,Matt,Zultner,Engineer,Quality Management,47357
248957,d007,Tomokazu,Peyn,Senior Staff,Sales,59820
248959,d007,Elrique,Noriega,Senior Staff,Sales,62838
248965,d007,Mack,Spinelli,Senior Staff,Sales,69156
248973,d008,Slavian,Akaboshi,Senior Staff,Research,56807
248979,d007,Bezalel,Pezzoli,Senior Staff,Sales,90062
248988,d007,Lokesh,Wynblatt,Staff,Sales,65731
